0;1;Mercury;From the surface of Mercury, the Sun would appear more than three times as large as it does when viewed from Earth, and the sunlight would be as much as 11 times brighter. The smallest planet in our solar system and nearest to the Sun, Mercury is only slightly larger than Earths Moon.;;;
1;1;Venus;Similar in structure and size to Earth, Venuss thick atmosphere traps heat in a runaway greenhouse effect, making it the hottest planet in our solar system. Venus is the second planet from the Sun and is Earth’s closest planetary neighbor. It’s one of the four inner, terrestrial (or rocky) planets, and it’s often called Earth’s twin because it’s similar in size and density. These are not identical twins, however – there are radical differences between the two worlds.;;;
2;1;Earth;Earth—our home planet—is the only place we know of so far that’s inhabited by living things. Its also the only planet in our solar system with liquid water on the surface. Our home planet is the third planet from the Sun, and the only place we know of so far that’s inhabited by living things.;;;
3;1;Mars;Mars is a dusty, cold, desert world with a very thin atmosphere. There is strong evidence Mars was – billions of years ago – wetter and warmer, with a thicker atmosphere. Mars is the fourth planet from the Sun – a dusty, cold, desert world with a very thin atmosphere. Mars is also a dynamic planet with seasons, polar ice caps, canyons, extinct volcanoes, and evidence that it was even more active in the past.;;;
4;1;Jupiter;Jupiter is more than twice as massive than the other planets of our solar system combined. The giant planets Great Red Spot is a centuries-old storm bigger than Earth. Jupiter has a long history of surprising scientists – all the way back to 1610 when Galileo Galilei found the first moons beyond Earth. That discovery changed the way we see the universe.;;;
5;1;Saturn;Adorned with a dazzling, complex system of icy rings, Saturn is unique in our solar system. The other giant planets have rings, but none are as spectacular as Saturns. Saturn is the sixth planet from the Sun and the second-largest planet in our solar system.;;;
6;1;Uranus;Uranus—seventh planet from the Sun—rotates at a nearly 90-degree angle from the plane of its orbit. This unique tilt makes Uranus appear to spin on its side. Uranus is the seventh planet from the Sun, and has the third-largest diameter in our solar system. It was the first planet found with the aid of a telescope, Uranus was discovered in 1781 by astronomer William Herschel, although he originally thought it was either a comet or a star.;;;
7;1;Neptune;Neptune—the eighth and most distant major planet orbiting our Sun—is dark, cold and whipped by supersonic winds. It was the first planet located through mathematical calculations. Dark, cold, and whipped by supersonic winds, ice giant Neptune is the eighth and most distant planet in our solar system.;;;
8;3;Moon;The fifth largest moon in the solar system, Earths moon is the only place beyond Earth where humans have set foot.;The brightest and largest object in our night sky, the Moon makes Earth a more livable planet by moderating our home planets wobble on its axis, leading to a relatively stable climate.;Earths Moon is the fifth largest of the 200+ moons orbiting planets in our solar system.;
